"name","year","selling_price","km_driven","mileage","engine","max_power","torque","seats","car_age","fuel.Diesel","fuel.CNG","fuel.LPG","fuel.Petrol","seller_type.Individual","seller_type.Dealer","seller_type.Trustmark Dealer","transmission.Manual","transmission.Automatic","owner.First Owner","owner.Fourth & Above Owner","owner.Second Owner","owner.Test Drive Car","owner.Third Owner"
"BMW 7 Series 730Ld",-1.69239742129136,0.137881131420429,-0.192180228025098,-1.22356383885381,3.0520265119701,4.68805685204125,4.0307076163087,-0.432660013916791,1.69239742129136,0.915168110092049,-0.0859434531741467,-0.0672278822116238,-0.893548016367311,0.445565519657768,-0.397837623629006,-0.172803760718635,-2.60209378295013,2.60209378295013,-1.36465562955544,-0.142236709495421,1.68837672355233,-0.0288771423835181,-0.272215913861402
"Volkswagen Polo 1.2 MPI Comfortline",0.542664838723148,-0.0976570649443635,-0.673972291880573,-0.796198862309616,-0.516416801958625,-0.48773810344017,-0.617169181286621,-0.432660013916791,-0.542664838723153,-1.09251330144444,-0.0859434531741467,-0.0672278822116238,1.1189475159915,0.445565519657768,-0.397837623629006,-0.172803760718635,0.384241851652161,-0.384241851652161,0.732663473244929,-0.142236709495421,-0.592186162830825,-0.0288771423835181,-0.272215913861402
"Maruti Swift Dzire VDI",-0.202355914615023,-0.110053812121458,0.578687074143663,1.00323261787645,-0.418950958936046,-0.48773810344017,0.20912002717477,-0.432660013916791,0.202355914615017,0.915168110092049,-0.0859434531741467,-0.0672278822116238,-0.893548016367311,0.445565519657768,-0.397837623629006,-0.172803760718635,0.384241851652161,-0.384241851652161,0.732663473244929,-0.142236709495421,-0.592186162830825,-0.0288771423835181,-0.272215913861402
"Maruti Dzire VXI",1.53602584317404,-0.0728635705901748,0.000536597517092565,0.968243672428388,-0.520394999633016,-0.0798629574919059,-0.586183335969318,-0.432660013916791,-1.53602584317405,-1.09251330144444,-0.0859434531741467,-0.0672278822116238,1.1189475159915,0.445565519657768,-0.397837623629006,-0.172803760718635,0.384241851652161,-0.384241851652161,0.732663473244929,-0.142236709495421,-0.592186162830825,-0.0288771423835181,-0.272215913861402
"Maruti Swift 1.3 LXI",-2.18907792351681,-0.686502555856344,0.578687074143663,-0.0214436416739484,-0.418950958936046,-0.262703540158369,0.20912002717477,-0.432660013916791,2.1890779235168,-1.09251330144444,-0.0859434531741467,-0.0672278822116238,1.1189475159915,0.445565519657768,-0.397837623629006,-0.172803760718635,0.384241851652161,-0.384241851652161,0.732663473244929,-0.142236709495421,-0.592186162830825,-0.0288771423835181,-0.272215913861402
"Ford EcoSport 1.5 Diesel Titanium Plus BSIV",1.03934534094859,0.323832339076844,-0.982319212748077,0.903264202310558,0.0783237503628286,0.214369733999048,0.364049253761281,-0.432660013916791,-1.0393453409486,0.915168110092049,-0.0859434531741467,-0.0672278822116238,-0.893548016367311,0.445565519657768,-0.397837623629006,-0.172803760718635,0.384241851652161,-0.384241851652161,0.732663473244929,-0.142236709495421,-0.592186162830825,-0.0288771423835181,-0.272215913861402
"Hyundai i10 Sportz",-0.202355914615023,-0.419972491548816,-0.577613879109478,0.243472659575667,-0.520394999633016,-0.349904433430067,-0.606840566180853,-0.432660013916791,0.202355914615017,-1.09251330144444,-0.0859434531741467,-0.0672278822116238,1.1189475159915,0.445565519657768,-0.397837623629006,-0.172803760718635,0.384241851652161,-0.384241851652161,0.732663473244929,-0.142236709495421,-0.592186162830825,-0.0288771423835181,-0.272215913861402
"Jaguar XF 2.0 Diesel Portfolio",0.791005089835871,3.17508418980854,-0.481255466338383,-0.0139460105065071,1.07486226779777,2.40958189881301,2.68798765255894,-0.432660013916791,-0.791005089835876,0.915168110092049,-0.0859434531741467,-0.0672278822116238,-0.893548016367311,-2.24396478008731,2.51316937853445,-0.172803760718635,-2.60209378295013,2.60209378295013,0.732663473244929,-0.142236709495421,-0.592186162830825,-0.0288771423835181,-0.272215913861402
"Hyundai EON Magna Plus",0.294324587610424,-0.457162733080099,-0.519798831446821,0.428414228372568,-1.28221985427889,-1.0165693271524,-0.988999325094246,-0.432660013916791,-0.29432458761043,-1.09251330144444,-0.0859434531741467,-0.0672278822116238,1.1189475159915,0.445565519657768,-0.397837623629006,-0.172803760718635,0.384241851652161,-0.384241851652161,0.732663473244929,-0.142236709495421,-0.592186162830825,-0.0288771423835181,-0.272215913861402
"BMW 6 Series GT 630d Luxury Line",1.03934534094859,6.64617339939495,-0.805867687281648,-0.573769137675505,3.0520265119701,4.78369654143601,4.65042452265475,-1.46731927398086,-1.0393453409486,0.915168110092049,-0.0859434531741467,-0.0672278822116238,-0.893548016367311,-2.24396478008731,2.51316937853445,-0.172803760718635,-2.60209378295013,2.60209378295013,0.732663473244929,-0.142236709495421,-0.592186162830825,-0.0288771423835181,-0.272215913861402
"Tata Indica Vista Aura Plus 1.3 Quadrajet BS IV",-0.947376667953193,-0.506750961463194,1.34955437631242,-0.246372576697207,-0.418950958936046,-0.459608783029945,0.20912002717477,-0.432660013916791,0.947376667953188,0.915168110092049,-0.0859434531741467,-0.0672278822116238,-0.893548016367311,0.445565519657768,-0.397837623629006,-0.172803760718635,0.384241851652161,-0.384241851652161,0.732663473244929,-0.142236709495421,-0.592186162830825,-0.0288771423835181,-0.272215913861402
"Mahindra Bolero Power Plus SLE",0.791005089835871,0.0139136596494854,0.964120725228043,-0.721222550635197,0.0683782561768511,-0.60025538508107,0.260763102703607,1.63665850621134,-0.791005089835876,0.915168110092049,-0.0859434531741467,-0.0672278822116238,-0.893548016367311,0.445565519657768,-0.397837623629006,-0.172803760718635,0.384241851652161,-0.384241851652161,0.732663473244929,-0.142236709495421,-0.592186162830825,-0.0288771423835181,-0.272215913861402
"Tata Zest Quadrajet 1.3 XMS",0.294324587610424,-0.234021283892401,-0.249995275687755,0.903264202310558,-0.418950958936046,-0.0742370934098608,0.312406178232444,-0.432660013916791,-0.29432458761043,0.915168110092049,-0.0859434531741467,-0.0672278822116238,-0.893548016367311,0.445565519657768,-0.397837623629006,-0.172803760718635,0.384241851652161,-0.384241851652161,0.732663473244929,-0.142236709495421,-0.592186162830825,-0.0288771423835181,-0.272215913861402
"Chevrolet Aveo U-VA 1.2",-0.947376667953193,-0.60840304864065,0.000536597517092565,-1.17108042068171,-0.613882644981204,-0.43147946261972,-1.63970207675759,-0.432660013916791,0.947376667953188,-1.09251330144444,-0.0859434531741467,-0.0672278822116238,1.1189475159915,0.445565519657768,-0.397837623629006,-0.172803760718635,0.384241851652161,-0.384241851652161,-1.36465562955544,-0.142236709495421,-0.592186162830825,-0.0288771423835181,3.67294225804298
"Tata Indica Vista Aura 1.3 Quadrajet (ABS) BS IV",-0.699036416840469,-0.568733457673948,0.964120725228043,-0.246372576697207,-0.418950958936046,-0.459608783029945,0.20912002717477,-0.432660013916791,0.699036416840464,0.915168110092049,-0.0859434531741467,-0.0672278822116238,-0.893548016367311,0.445565519657768,-0.397837623629006,-0.172803760718635,0.384241851652161,-0.384241851652161,-1.36465562955544,-0.142236709495421,1.68837672355233,-0.0288771423835181,-0.272215913861402
"Volkswagen Polo GT TSI",-0.202355914615023,-0.230302259739273,-0.301508483155182,-0.546277823394885,-0.520394999633016,0.344889780702493,0.0541908005882596,-0.432660013916791,0.202355914615017,-1.09251330144444,-0.0859434531741467,-0.0672278822116238,1.1189475159915,-2.24396478008731,2.51316937853445,-0.172803760718635,-2.60209378295013,2.60209378295013,-1.36465562955544,-0.142236709495421,1.68837672355233,-0.0288771423835181,-0.272215913861402
"Maruti Ciaz 1.3 Zeta",1.03934534094859,0.31019591718204,-0.963047530193858,2.17536229038654,-0.418950958936046,-0.0798629574919059,0.312406178232444,-0.432660013916791,-1.0393453409486,0.915168110092049,-0.0859434531741467,-0.0672278822116238,-0.893548016367311,0.445565519657768,-0.397837623629006,-0.172803760718635,0.384241851652161,-0.384241851652161,0.732663473244929,-0.142236709495421,-0.592186162830825,-0.0288771423835181,-0.272215913861402
"Tata Zest Revotron 1.2T XMS",1.28768559206132,-0.0232765818817975,0.578687074143663,-0.453807038996434,-0.528351394981798,-0.0742370934098608,-0.307310728113599,-0.432660013916791,-1.28768559206132,-1.09251330144444,-0.0859434531741467,-0.0672278822116238,1.1189475159915,0.445565519657768,-0.397837623629006,-0.172803760718635,0.384241851652161,-0.384241851652161,0.732663473244929,-0.142236709495421,-0.592186162830825,-0.0288771423835181,-0.272215913861402
"Toyota Land Cruiser Prado VX L",0.0459843364977008,3.54698660512137,-0.192180228025098,-2.09578826466622,3.03014642476095,2.22111545206451,2.4814153504436,1.63665850621134,-0.0459843364977061,0.915168110092049,-0.0859434531741467,-0.0672278822116238,-0.893548016367311,0.445565519657768,-0.397837623629006,-0.172803760718635,-2.60209378295013,2.60209378295013,0.732663473244929,-0.142236709495421,-0.592186162830825,-0.0288771423835181,-0.272215913861402
"Maruti Ciaz ZXi",0.542664838723148,0.0758973955349571,-0.963047530193858,0.335943443974118,-0.170313604286608,-0.00672672442532085,-0.410596879171273,-0.432660013916791,-0.542664838723153,-1.09251330144444,-0.0859434531741467,-0.0672278822116238,1.1189475159915,0.445565519657768,-0.397837623629006,-0.172803760718635,0.384241851652161,-0.384241851652161,0.732663473244929,-0.142236709495421,-0.592186162830825,-0.0288771423835181,-0.272215913861402
"Honda Jazz VX",0.542664838723148,-0.110053812121458,-0.259746747060189,-0.296356784480153,-0.516416801958625,-0.0742370934098608,-0.617169181286621,-0.432660013916791,-0.542664838723153,-1.09251330144444,-0.0859434531741467,-0.0672278822116238,1.1189475159915,-2.24396478008731,-0.397837623629006,5.78594660888947,0.384241851652161,-0.384241851652161,0.732663473244929,-0.142236709495421,-0.592186162830825,-0.0288771423835181,-0.272215913861402
"Mahindra XUV500 W6 2WD",-0.699036416840469,-0.203029415949665,0.732860534577415,-0.846183070092562,1.43290005849296,1.36879704363469,1.6551261419822,1.63665850621134,0.699036416840464,0.915168110092049,-0.0859434531741467,-0.0672278822116238,-0.893548016367311,-2.24396478008731,2.51316937853445,-0.172803760718635,0.384241851652161,-0.384241851652161,0.732663473244929,-0.142236709495421,-0.592186162830825,-0.0288771423835181,-0.272215913861402
"Mahindra Scorpio M2DI",-0.450696165727746,-0.333195261309156,0.964120725228043,-1.47098566737939,1.43290005849296,0.665564033379059,1.10770954137653,-0.432660013916791,0.450696165727741,0.915168110092049,-0.0859434531741467,-0.0672278822116238,-0.893548016367311,0.445565519657768,-0.397837623629006,-0.172803760718635,0.384241851652161,-0.384241851652161,-1.36465562955544,-0.142236709495421,1.68837672355233,-0.0288771423835181,-0.272215913861402
"Mahindra Bolero 2011-2019 DI - AC BS III",0.0459843364977008,-0.234021283892401,0.771403899685853,-0.856179911649151,2.11715005848821,-0.797160627952646,0.105833876117097,3.70597702633948,-0.0459843364977061,0.915168110092049,-0.0859434531741467,-0.0672278822116238,-0.893548016367311,0.445565519657768,-0.397837623629006,-0.172803760718635,0.384241851652161,-0.384241851652161,0.732663473244929,-0.142236709495421,-0.592186162830825,-0.0288771423835181,-0.272215913861402
"Maruti Swift Dzire Tour LDI",0.791005089835871,-0.147244053652741,-0.792840029874996,1.00323261787645,-0.418950958936046,-0.48773810344017,0.20912002717477,-0.432660013916791,-0.791005089835876,0.915168110092049,-0.0859434531741467,-0.0672278822116238,-0.893548016367311,-2.24396478008731,2.51316937853445,-0.172803760718635,0.384241851652161,-0.384241851652161,0.732663473244929,-0.142236709495421,-0.592186162830825,-0.0288771423835181,-0.272215913861402
"Volkswagen Vento Diesel Highline",-0.699036416840469,-0.357988755663344,0.771403899685853,0.288458446580318,0.277233634082378,0.344889780702493,0.828836933520814,-0.432660013916791,0.699036416840464,0.915168110092049,-0.0859434531741467,-0.0672278822116238,-0.893548016367311,0.445565519657768,-0.397837623629006,-0.172803760718635,0.384241851652161,-0.384241851652161,-1.36465562955544,-0.142236709495421,1.68837672355233,-0.0288771423835181,-0.272215913861402
"Mahindra Bolero 2011-2019 EX NON AC",0.0459843364977008,-0.196831042361118,-0.635428926772135,-0.856179911649151,2.11715005848821,-0.822477016321848,0.260763102703607,1.63665850621134,-0.0459843364977061,0.915168110092049,-0.0859434531741467,-0.0672278822116238,-0.893548016367311,0.445565519657768,-0.397837623629006,-0.172803760718635,0.384241851652161,-0.384241851652161,0.732663473244929,-0.142236709495421,-0.592186162830825,-0.0288771423835181,-0.272215913861402
"Toyota Etios VX",-0.450696165727746,-0.326996887720608,-0.737356855801399,-0.446309407828992,0.0743455526884376,-0.0742370934098608,-0.389939648959738,-0.432660013916791,0.450696165727741,-1.09251330144444,-0.0859434531741467,-0.0672278822116238,1.1189475159915,-2.24396478008731,2.51316937853445,-0.172803760718635,0.384241851652161,-0.384241851652161,-1.36465562955544,-0.142236709495421,1.68837672355233,-0.0288771423835181,-0.272215913861402
"BMW 5 Series 520d Sport Line",1.03934534094859,3.9064922732571,-0.779966545928778,0.773305262074898,1.06690587244899,2.71169080001883,2.37812919938592,-0.432660013916791,-1.0393453409486,0.915168110092049,-0.0859434531741467,-0.0672278822116238,-0.893548016367311,-2.24396478008731,2.51316937853445,-0.172803760718635,-2.60209378295013,2.60209378295013,0.732663473244929,-0.142236709495421,-0.592186162830825,-0.0288771423835181,-0.272215913861402
"Hyundai i20 1.2 Asta",1.03934534094859,0.0758973955349571,-1.23285108595292,-0.19638836891426,-0.520394999633016,-0.267485524628107,-0.575854720863551,-0.432660013916791,-1.0393453409486,-1.09251330144444,-0.0859434531741467,-0.0672278822116238,1.1189475159915,0.445565519657768,-0.397837623629006,-0.172803760718635,0.384241851652161,-0.384241851652161,0.732663473244929,-0.142236709495421,-0.592186162830825,-0.0288771423835181,-0.272215913861402
"Maruti Vitara Brezza LDi",0.791005089835871,0.0139136596494854,-1.03627992389989,1.22816155289971,-0.418950958936046,-0.0798629574919059,0.312406178232444,-0.432660013916791,-0.791005089835876,0.915168110092049,-0.0859434531741467,-0.0672278822116238,-0.893548016367311,0.445565519657768,-0.397837623629006,-0.172803760718635,0.384241851652161,-0.384241851652161,0.732663473244929,-0.142236709495421,-0.592186162830825,-0.0288771423835181,-0.272215913861402
"Honda BRV i-DTEC V MT",0.791005089835871,0.373419327785221,-0.232650761388958,0.628351059504353,0.0783237503628286,0.204243178651367,0.312406178232444,1.63665850621134,-0.791005089835876,0.915168110092049,-0.0859434531741467,-0.0672278822116238,-0.893548016367311,-2.24396478008731,2.51316937853445,-0.172803760718635,0.384241851652161,-0.384241851652161,0.732663473244929,-0.142236709495421,-0.592186162830825,-0.0288771423835181,-0.272215913861402
"Ford Figo Diesel Titanium",-0.699036416840469,-0.556336710496854,0.385970248601473,0.153501085566363,-0.118597034519526,-0.65651402590152,-0.100738425998251,-0.432660013916791,0.699036416840464,0.915168110092049,-0.0859434531741467,-0.0672278822116238,-0.893548016367311,0.445565519657768,-0.397837623629006,-0.172803760718635,0.384241851652161,-0.384241851652161,-1.36465562955544,-0.142236709495421,1.68837672355233,-0.0288771423835181,-0.272215913861402
"Mahindra Scorpio 2.6 Turbo 7 Str",-1.44405717017864,-0.296005019777873,0.771403899685853,-1.67092249851118,2.28821255848703,0.710570946035419,-1.46411561995955,2.67131776627541,1.44405717017863,0.915168110092049,-0.0859434531741467,-0.0672278822116238,-0.893548016367311,0.445565519657768,-0.397837623629006,-0.172803760718635,0.384241851652161,-0.384241851652161,0.732663473244929,-0.142236709495421,-0.592186162830825,-0.0288771423835181,-0.272215913861402
"Chevrolet Beat Diesel LT",-0.450696165727746,-0.51914646896557,0.000536597517092565,1.5130715372625,-1.03954979614104,-0.949058958167861,-0.204024577055925,-0.432660013916791,0.450696165727741,0.915168110092049,-0.0859434531741467,-0.0672278822116238,-0.893548016367311,0.445565519657768,-0.397837623629006,-0.172803760718635,0.384241851652161,-0.384241851652161,-1.36465562955544,-0.142236709495421,1.68837672355233,-0.0288771423835181,-0.272215913861402
"BMW X4 M Sport X xDrive20d",1.28768559206132,6.02633604054023,-1.18467187956738,-0.651244659739072,1.06690587244899,2.77526306414594,2.37812919938592,-0.432660013916791,-1.28768559206132,0.915168110092049,-0.0859434531741467,-0.0672278822116238,-0.893548016367311,-2.24396478008731,2.51316937853445,-0.172803760718635,-2.60209378295013,2.60209378295013,0.732663473244929,-0.142236709495421,-0.592186162830825,-0.0288771423835181,-0.272215913861402
"Hyundai Getz GLS",-2.18907792351681,-0.605923699205231,0.366698566047254,-1.02112779733287,-0.233964767076864,-0.234574219748144,-0.565526105757784,-0.432660013916791,2.1890779235168,-1.09251330144444,-0.0859434531741467,-0.0672278822116238,1.1189475159915,0.445565519657768,-0.397837623629006,-0.172803760718635,0.384241851652161,-0.384241851652161,-1.36465562955544,-0.142236709495421,1.68837672355233,-0.0288771423835181,-0.272215913861402
"Hyundai i10 Sportz AT",-0.202355914615023,-0.43236923872591,-0.384897053567288,-0.608758083123568,-0.520394999633016,-0.349904433430067,-0.606840566180853,-0.432660013916791,0.202355914615017,-1.09251330144444,-0.0859434531741467,-0.0672278822116238,1.1189475159915,0.445565519657768,-0.397837623629006,-0.172803760718635,-2.60209378295013,2.60209378295013,0.732663473244929,-0.142236709495421,-0.592186162830825,-0.0288771423835181,-0.272215913861402
"Mahindra Scorpio S4 Plus 4WD",0.294324587610424,0.0944925163005986,0.000536597517092565,-0.996135693441401,1.43290005849296,0.806210635430185,1.13869538669384,1.63665850621134,-0.29432458761043,0.915168110092049,-0.0859434531741467,-0.0672278822116238,-0.893548016367311,0.445565519657768,-0.397837623629006,-0.172803760718635,0.384241851652161,-0.384241851652161,0.732663473244929,-0.142236709495421,-0.592186162830825,-0.0288771423835181,-0.272215913861402
"Hyundai Creta 1.6 SX Option",1.03934534094859,0.664742886446937,-1.07867762551917,-0.896167277875508,0.26330994222201,0.842778751963477,-0.193695961950158,-0.432660013916791,-1.0393453409486,-1.09251330144444,-0.0859434531741467,-0.0672278822116238,1.1189475159915,-2.24396478008731,2.51316937853445,-0.172803760718635,0.384241851652161,-0.384241851652161,0.732663473244929,-0.142236709495421,-0.592186162830825,-0.0288771423835181,-0.272215913861402
"Renault Duster 110PS Diesel RxL",0.0459843364977008,-0.296005019777873,1.0219357728907,-0.0939207429592203,0.00472709338659525,0.481316984692085,0.808179703309279,-0.432660013916791,-0.0459843364977061,0.915168110092049,-0.0859434531741467,-0.0672278822116238,-0.893548016367311,0.445565519657768,-0.397837623629006,-0.172803760718635,0.384241851652161,-0.384241851652161,0.732663473244929,-0.142236709495421,-0.592186162830825,-0.0288771423835181,-0.272215913861402
"Maruti Swift Dzire VXi",-1.44405717017864,-0.481956227434288,0.000536597517092565,-0.471301511720465,-0.319496017076271,-0.155812122599514,-0.575854720863551,-0.432660013916791,1.44405717017863,-1.09251330144444,-0.0859434531741467,-0.0672278822116238,1.1189475159915,0.445565519657768,-0.397837623629006,-0.172803760718635,0.384241851652161,-0.384241851652161,-1.36465562955544,7.02936208859304,-0.592186162830825,-0.0288771423835181,-0.272215913861402
"Hyundai i20 1.2 Asta Option",0.791005089835871,0.0139136596494854,-0.577613879109478,-0.19638836891426,-0.520394999633016,-0.267485524628107,-0.575854720863551,-0.432660013916791,-0.791005089835876,-1.09251330144444,-0.0859434531741467,-0.0672278822116238,1.1189475159915,0.445565519657768,-0.397837623629006,-0.172803760718635,0.384241851652161,-0.384241851652161,0.732663473244929,-0.142236709495421,-0.592186162830825,-0.0288771423835181,-0.272215913861402
"Maruti Baleno Alpha 1.3",1.03934534094859,0.125484384243334,-0.600412279571119,2.00041756314623,-0.418950958936046,-0.48773810344017,0.20912002717477,-0.432660013916791,-1.0393453409486,0.915168110092049,-0.0859434531741467,-0.0672278822116238,-0.893548016367311,-2.24396478008731,2.51316937853445,-0.172803760718635,0.384241851652161,-0.384241851652161,0.732663473244929,-0.142236709495421,-0.592186162830825,-0.0288771423835181,-0.272215913861402
"Renault Duster 110PS Diesel RxL",0.294324587610424,-0.0480700762359862,1.27246764609555,-0.0939207429592203,0.00472709338659525,0.481316984692085,0.808179703309279,-0.432660013916791,-0.29432458761043,0.915168110092049,-0.0859434531741467,-0.0672278822116238,-0.893548016367311,0.445565519657768,-0.397837623629006,-0.172803760718635,0.384241851652161,-0.384241851652161,0.732663473244929,-0.142236709495421,-0.592186162830825,-0.0288771423835181,-0.272215913861402
"Mahindra Xylo D2 BSIV",0.0459843364977008,-0.444765985903005,0.578687074143663,-1.34602514792203,2.04952069802357,0.102977625174557,0.518978480347792,2.67131776627541,-0.0459843364977061,0.915168110092049,-0.0859434531741467,-0.0672278822116238,-0.893548016367311,0.445565519657768,-0.397837623629006,-0.172803760718635,0.384241851652161,-0.384241851652161,0.732663473244929,-0.142236709495421,-0.592186162830825,-0.0288771423835181,-0.272215913861402
"Skoda Rapid 1.6 MPI AT Elegance",0.542664838723148,0.00771528606093828,-1.13649267318183,-1.27104883624761,0.277233634082378,0.34207684866147,-0.173038731738623,-0.432660013916791,-0.542664838723153,-1.09251330144444,-0.0859434531741467,-0.0672278822116238,1.1189475159915,-2.24396478008731,2.51316937853445,-0.172803760718635,-2.60209378295013,2.60209378295013,0.732663473244929,-0.142236709495421,-0.592186162830825,-0.0288771423835181,-0.272215913861402
"Ford Freestyle Titanium Plus Diesel BSIV",1.03934534094859,0.137881131420429,-0.885960799976982,1.25315365679118,0.0783237503628286,0.205087058263674,0.467335404818955,-0.432660013916791,-1.0393453409486,0.915168110092049,-0.0859434531741467,-0.0672278822116238,-0.893548016367311,0.445565519657768,-0.397837623629006,-0.172803760718635,0.384241851652161,-0.384241851652161,0.732663473244929,-0.142236709495421,-0.592186162830825,-0.0288771423835181,-0.272215913861402
"Mahindra Bolero 2011-2019 DI - AC BS III",0.542664838723148,-0.0480700762359862,0.000536597517092565,-0.856179911649151,2.11715005848821,-0.797160627952646,0.105833876117097,3.70597702633948,-0.542664838723153,0.915168110092049,-0.0859434531741467,-0.0672278822116238,-0.893548016367311,0.445565519657768,-0.397837623629006,-0.172803760718635,0.384241851652161,-0.384241851652161,0.732663473244929,-0.142236709495421,-0.592186162830825,-0.0288771423835181,-0.272215913861402
"Honda Amaze VX O iDTEC",0.294324587610424,-0.234021283892401,0.289611835830378,1.60304311127181,0.0783237503628286,0.204243178651367,0.312406178232444,-0.432660013916791,-0.29432458761043,0.915168110092049,-0.0859434531741467,-0.0672278822116238,-0.893548016367311,-2.24396478008731,2.51316937853445,-0.172803760718635,0.384241851652161,-0.384241851652161,0.732663473244929,-0.142236709495421,-0.592186162830825,-0.0288771423835181,-0.272215913861402
"BMW X4 M Sport X xDrive20d",1.28768559206132,5.90236856876929,-1.2039435621216,-0.651244659739072,1.06690587244899,2.77526306414594,2.37812919938592,-0.432660013916791,-1.28768559206132,0.915168110092049,-0.0859434531741467,-0.0672278822116238,-0.893548016367311,-2.24396478008731,2.51316937853445,-0.172803760718635,-2.60209378295013,2.60209378295013,0.732663473244929,-0.142236709495421,-0.592186162830825,-0.0288771423835181,-0.272215913861402
